east,north,elevation,ice_thickness,record_time,label,type
500932.3828,5533714.221,1982.401001,11.76,21/05/2025 12:13:08 PM ,07_a,ground
500932.5263,5533714.11,1982.61499,11.76,21/05/2025 12:13:09 PM ,07_a,ground
500932.598,5533713.887,1982.61499,11.76,21/05/2025 12:13:10 PM ,07_a,ground
500932.6698,5533713.776,1982.61499,11.76,21/05/2025 12:13:11 PM ,07_a,ground
500932.6698,5533713.776,1982.61499,11.76,21/05/2025 12:13:12 PM ,07_a,ground
500932.6698,5533713.776,1982.61499,11.76,21/05/2025 12:13:13 PM ,07_a,ground
500932.6698,5533713.887,1982.61499,11.76,21/05/2025 12:13:14 PM ,07_a,ground
500932.6698,5533713.999,1982.61499,11.76,21/05/2025 12:13:15 PM ,07_a,ground
500932.6698,5533713.999,1982.61499,11.76,21/05/2025 12:13:16 PM ,07_a,ground
500932.6697,5533714.11,1982.61499,11.76,21/05/2025 12:13:17 PM ,07_a,ground
500932.598,5533714.221,1982.401001,11.76,21/05/2025 12:13:18 PM ,07_a,ground
500932.598,5533714.332,1982.401001,11.76,21/05/2025 12:13:19 PM ,07_a,ground
500932.5979,5533714.443,1982.401001,11.76,21/05/2025 12:13:20 PM ,07_a,ground
500932.5979,5533714.443,1982.401001,11.76,21/05/2025 12:13:21 PM ,07_a,ground
500932.5979,5533714.554,1982.401001,11.76,21/05/2025 12:13:22 PM ,07_a,ground
500932.5262,5533714.666,1982.401001,11.76,21/05/2025 12:13:23 PM ,07_a,ground
500932.4544,5533714.777,1982.401001,11.76,21/05/2025 12:13:24 PM ,07_a,ground
500932.3827,5533714.888,1982.401001,11.76,21/05/2025 12:13:25 PM ,07_a,ground
500932.3826,5533714.999,1982.401001,11.76,21/05/2025 12:13:26 PM ,07_a,ground
500932.3826,5533714.999,1982.401001,11.76,21/05/2025 12:13:27 PM ,07_a,ground
500932.4544,5533714.999,1982.401001,11.76,21/05/2025 12:13:28 PM ,07_a,ground
500932.5261,5533714.888,1982.401001,11.76,21/05/2025 12:13:29 PM ,07_a,ground
500932.6696,5533714.777,1982.401001,11.76,21/05/2025 12:13:30 PM ,07_a,ground
500932.7414,5533714.666,1982.401001,11.76,21/05/2025 12:13:31 PM ,07_a,ground
500932.7414,5533714.666,1982.401001,11.76,21/05/2025 12:13:32 PM ,07_a,ground
500932.6696,5533714.666,1982.401001,11.76,21/05/2025 12:13:33 PM ,07_a,ground
500932.6696,5533714.666,1982.401001,11.76,21/05/2025 12:13:34 PM ,07_a,ground
500932.6697,5533714.554,1982.401001,11.76,21/05/2025 12:13:35 PM ,07_a,ground
500932.6697,5533714.443,1982.401001,11.76,21/05/2025 12:13:36 PM ,07_a,ground
500932.6697,5533714.443,1982.401001,11.76,21/05/2025 12:13:37 PM ,07_a,ground
500932.6697,5533714.332,1982.401001,11.76,21/05/2025 12:13:38 PM ,07_a,ground
500932.598,5533714.221,1982.401001,11.76,21/05/2025 12:13:39 PM ,07_a,ground
500932.598,5533714.221,1982.401001,11.76,21/05/2025 12:13:40 PM ,07_a,ground
500932.598,5533714.11,1982.61499,11.76,21/05/2025 12:13:41 PM ,07_a,ground
500932.5262,5533714.221,1982.401001,11.76,21/05/2025 12:13:42 PM ,07_a,ground
500932.4545,5533714.221,1982.401001,11.76,21/05/2025 12:13:43 PM ,07_a,ground
500932.3827,5533714.443,1982.401001,11.76,21/05/2025 12:13:44 PM ,07_a,ground
500932.311,5533714.666,1982.303955,11.76,21/05/2025 12:13:45 PM ,07_a,ground
500932.2392,5533714.888,1982.303955,11.76,21/05/2025 12:13:46 PM ,07_a,ground
500932.1674,5533714.999,1982.303955,11.76,21/05/2025 12:13:47 PM ,07_a,ground
500932.1674,5533715.11,1982.303955,11.76,21/05/2025 12:13:48 PM ,07_a,ground
500932.2392,5533715.11,1982.303955,11.76,21/05/2025 12:13:49 PM ,07_a,ground
500932.3109,5533714.999,1982.303955,11.76,21/05/2025 12:13:50 PM ,07_a,ground
500932.3109,5533714.999,1982.303955,11.76,21/05/2025 12:13:51 PM ,07_a,ground
500932.2392,5533715.11,1982.303955,11.76,21/05/2025 12:13:52 PM ,07_a,ground
500932.1674,5533715.221,1982.296997,11.76,21/05/2025 12:13:53 PM ,07_a,ground
500932.1674,5533715.333,1982.296997,11.76,21/05/2025 12:13:54 PM ,07_a,ground
500932.0956,5533715.444,1982.296997,11.76,21/05/2025 12:13:55 PM ,07_a,ground
500932.0956,5533715.444,1982.296997,11.76,21/05/2025 12:13:56 PM ,07_a,ground
500932.1674,5533715.555,1982.296997,11.76,21/05/2025 12:13:58 PM ,07_a,ground
500932.1673,5533715.666,1982.296997,11.76,21/05/2025 12:13:59 PM ,07_a,ground
500932.1673,5533715.666,1982.296997,11.76,21/05/2025 12:14:00 PM ,07_a,ground
500932.239,5533715.777,1982.296997,11.76,21/05/2025 12:14:01 PM ,07_a,ground
500932.2391,5533715.666,1982.296997,11.76,21/05/2025 12:14:02 PM ,07_a,ground
500932.2391,5533715.666,1982.296997,11.76,21/05/2025 12:14:03 PM ,07_a,ground
500932.2391,5533715.666,1982.296997,11.76,21/05/2025 12:14:04 PM ,07_a,ground
500932.3108,5533715.555,1982.296997,11.76,21/05/2025 12:14:05 PM ,07_a,ground
500932.2391,5533715.666,1982.296997,11.76,21/05/2025 12:14:06 PM ,07_a,ground
500932.1674,5533715.555,1982.296997,11.76,21/05/2025 12:14:07 PM ,07_a,ground
500932.2391,5533715.444,1982.296997,11.76,21/05/2025 12:14:08 PM ,07_a,ground
500932.3109,5533715.333,1982.296997,11.76,21/05/2025 12:14:09 PM ,07_a,ground
500932.5261,5533714.999,1982.401001,11.76,21/05/2025 12:14:10 PM ,07_a,ground
500932.5979,5533714.666,1982.401001,11.76,21/05/2025 12:14:11 PM ,07_a,ground
500932.5979,5533714.666,1982.401001,11.76,21/05/2025 12:14:12 PM ,07_a,ground
500932.5262,5533714.554,1982.401001,11.76,21/05/2025 12:14:13 PM ,07_a,ground
500932.5262,5533714.443,1982.401001,11.76,21/05/2025 12:14:14 PM ,07_a,ground
500932.4545,5533714.443,1982.401001,11.76,21/05/2025 12:14:15 PM ,07_a,ground
500932.3827,5533714.443,1982.401001,11.76,21/05/2025 12:14:16 PM ,07_a,ground
500932.3827,5533714.443,1982.401001,11.76,21/05/2025 12:14:17 PM ,07_a,ground
500932.3827,5533714.554,1982.401001,11.76,21/05/2025 12:14:18 PM ,07_a,ground
500932.3827,5533714.666,1982.401001,11.76,21/05/2025 12:14:19 PM ,07_a,ground
500932.3827,5533714.777,1982.401001,11.76,21/05/2025 12:14:20 PM ,07_a,ground
500932.3827,5533714.888,1982.401001,11.76,21/05/2025 12:14:21 PM ,07_a,ground
500932.3826,5533714.999,1982.401001,11.76,21/05/2025 12:14:22 PM ,07_a,ground
500932.3109,5533715.11,1982.303955,11.76,21/05/2025 12:14:23 PM ,07_a,ground
500932.3109,5533715.222,1982.296997,11.76,21/05/2025 12:14:24 PM ,07_a,ground
500932.2391,5533715.333,1982.296997,11.76,21/05/2025 12:14:25 PM ,07_a,ground
500932.1674,5533715.555,1982.296997,11.76,21/05/2025 12:14:26 PM ,07_a,ground
500932.1673,5533715.666,1982.296997,11.76,21/05/2025 12:14:27 PM ,07_a,ground
500932.2391,5533715.666,1982.296997,11.76,21/05/2025 12:14:28 PM ,07_a,ground
500932.3108,5533715.555,1982.296997,11.76,21/05/2025 12:14:29 PM ,07_a,ground
500932.3108,5533715.444,1982.296997,11.76,21/05/2025 12:14:30 PM ,07_a,ground
500932.3108,5533715.555,1982.296997,11.76,21/05/2025 12:14:31 PM ,07_a,ground
500932.2391,5533715.555,1982.296997,11.76,21/05/2025 12:14:32 PM ,07_a,ground
500932.2391,5533715.444,1982.296997,11.76,21/05/2025 12:14:33 PM ,07_a,ground
500932.3108,5533715.444,1982.296997,11.76,21/05/2025 12:14:34 PM ,07_a,ground
500932.3108,5533715.444,1982.296997,11.76,21/05/2025 12:14:35 PM ,07_a,ground
500932.3108,5533715.444,1982.296997,11.76,21/05/2025 12:14:36 PM ,07_a,ground
500932.3109,5533715.333,1982.296997,11.76,21/05/2025 12:14:37 PM ,07_a,ground
500932.3826,5533715.333,1982.310059,11.76,21/05/2025 12:14:38 PM ,07_a,ground
500932.3826,5533715.222,1982.310059,11.76,21/05/2025 12:14:39 PM ,07_a,ground
500932.4543,5533715.222,1982.310059,11.76,21/05/2025 12:14:40 PM ,07_a,ground
500932.4544,5533715.11,1982.401001,11.76,21/05/2025 12:14:41 PM ,07_a,ground
500932.5261,5533714.999,1982.401001,11.76,21/05/2025 12:14:42 PM ,07_a,ground
500932.5261,5533714.999,1982.401001,11.76,21/05/2025 12:14:43 PM ,07_a,ground
500932.5261,5533714.888,1982.401001,11.76,21/05/2025 12:14:44 PM ,07_a,ground
500932.5261,5533714.888,1982.401001,11.76,21/05/2025 12:14:45 PM ,07_a,ground
500932.4544,5533714.999,1982.401001,11.76,21/05/2025 12:14:46 PM ,07_a,ground
500932.4544,5533715.11,1982.401001,11.76,21/05/2025 12:14:47 PM ,07_a,ground
500932.5261,5533715.11,1982.401001,11.76,21/05/2025 12:14:48 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:14:49 PM ,07_a,ground
500932.7413,5533714.888,1982.401001,11.76,21/05/2025 12:14:50 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:14:51 PM ,07_a,ground
500932.5978,5533714.999,1982.401001,11.76,21/05/2025 12:14:52 PM ,07_a,ground
500932.5978,5533715.11,1982.401001,11.76,21/05/2025 12:14:53 PM ,07_a,ground
500932.5261,5533715.222,1982.310059,11.76,21/05/2025 12:14:54 PM ,07_a,ground
500932.4543,5533715.333,1982.310059,11.76,21/05/2025 12:14:55 PM ,07_a,ground
500932.4543,5533715.333,1982.310059,11.76,21/05/2025 12:14:56 PM ,07_a,ground
500932.3826,5533715.444,1982.310059,11.76,21/05/2025 12:14:57 PM ,07_a,ground
500932.3826,5533715.555,1982.310059,11.76,21/05/2025 12:14:58 PM ,07_a,ground
500932.3825,5533715.666,1982.310059,11.76,21/05/2025 12:14:59 PM ,07_a,ground
500932.3825,5533715.666,1982.310059,11.76,21/05/2025 12:15:00 PM ,07_a,ground
500932.3825,5533715.666,1982.310059,11.76,21/05/2025 12:15:01 PM ,07_a,ground
500932.3825,5533715.666,1982.310059,11.76,21/05/2025 12:15:02 PM ,07_a,ground
500932.3108,5533715.666,1982.296997,11.76,21/05/2025 12:15:03 PM ,07_a,ground
500932.3108,5533715.666,1982.296997,11.76,21/05/2025 12:15:04 PM ,07_a,ground
500932.3108,5533715.777,1982.296997,11.76,21/05/2025 12:15:05 PM ,07_a,ground
500932.3108,5533715.777,1982.296997,11.76,21/05/2025 12:15:06 PM ,07_a,ground
500932.3108,5533715.777,1982.296997,11.76,21/05/2025 12:15:07 PM ,07_a,ground
500932.4543,5533715.555,1982.310059,11.76,21/05/2025 12:15:08 PM ,07_a,ground
500932.5978,5533715.333,1982.310059,11.76,21/05/2025 12:15:09 PM ,07_a,ground
500932.5261,5533715.222,1982.310059,11.76,21/05/2025 12:15:10 PM ,07_a,ground
500932.5261,5533715.11,1982.401001,11.76,21/05/2025 12:15:11 PM ,07_a,ground
500932.5261,5533715.11,1982.401001,11.76,21/05/2025 12:15:12 PM ,07_a,ground
500932.5978,5533714.999,1982.401001,11.76,21/05/2025 12:15:13 PM ,07_a,ground
500932.5979,5533714.888,1982.401001,11.76,21/05/2025 12:15:14 PM ,07_a,ground
500932.6696,5533714.777,1982.401001,11.76,21/05/2025 12:15:15 PM ,07_a,ground
500932.7414,5533714.777,1982.401001,11.76,21/05/2025 12:15:16 PM ,07_a,ground
500932.7414,5533714.666,1982.401001,11.76,21/05/2025 12:15:17 PM ,07_a,ground
500932.8131,5533714.666,1982.401001,11.76,21/05/2025 12:15:18 PM ,07_a,ground
500932.8131,5533714.666,1982.401001,11.76,21/05/2025 12:15:19 PM ,07_a,ground
500932.8131,5533714.777,1982.401001,11.76,21/05/2025 12:15:20 PM ,07_a,ground
500932.8131,5533714.777,1982.401001,11.76,21/05/2025 12:15:21 PM ,07_a,ground
500932.7413,5533714.888,1982.401001,11.76,21/05/2025 12:15:22 PM ,07_a,ground
500932.7413,5533714.888,1982.401001,11.76,21/05/2025 12:15:23 PM ,07_a,ground
500932.7413,5533714.999,1982.401001,11.76,21/05/2025 12:15:24 PM ,07_a,ground
500932.813,5533715.11,1982.401001,11.76,21/05/2025 12:15:25 PM ,07_a,ground
500932.7413,5533715.333,1982.310059,11.76,21/05/2025 12:15:26 PM ,07_a,ground
500932.7413,5533715.333,1982.310059,11.76,21/05/2025 12:15:27 PM ,07_a,ground
500932.813,5533715.333,1982.310059,11.76,21/05/2025 12:15:28 PM ,07_a,ground
500932.9565,5533714.999,1982.401001,11.76,21/05/2025 12:15:29 PM ,07_a,ground
500932.8848,5533714.999,1982.401001,11.76,21/05/2025 12:15:30 PM ,07_a,ground
500932.813,5533714.999,1982.401001,11.76,21/05/2025 12:15:31 PM ,07_a,ground
500932.7413,5533714.999,1982.401001,11.76,21/05/2025 12:15:32 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:15:33 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:15:34 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:15:35 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:15:36 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:15:37 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:15:38 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:15:39 PM ,07_a,ground
500932.6696,5533714.888,1982.401001,11.76,21/05/2025 12:15:40 PM ,07_a,ground
500932.6696,5533714.777,1982.401001,11.76,21/05/2025 12:15:41 PM ,07_a,ground
500932.6696,5533714.666,1982.401001,11.76,21/05/2025 12:15:42 PM ,07_a,ground
500932.6697,5533714.554,1982.401001,11.76,21/05/2025 12:15:43 PM ,07_a,ground
500932.7414,5533714.443,1982.401001,11.76,21/05/2025 12:15:44 PM ,07_a,ground
500932.7414,5533714.443,1982.401001,11.76,21/05/2025 12:15:45 PM ,07_a,ground
500932.6697,5533714.554,1982.401001,11.76,21/05/2025 12:15:46 PM ,07_a,ground
500932.7414,5533714.554,1982.401001,11.76,21/05/2025 12:15:47 PM ,07_a,ground
500932.8849,5533714.443,1982.401001,11.76,21/05/2025 12:15:48 PM ,07_a,ground
500933.0284,5533714.11,1982.61499,11.76,21/05/2025 12:15:49 PM ,07_a,ground
500933.0284,5533714.11,1982.61499,11.76,21/05/2025 12:15:50 PM ,07_a,ground
500933.0284,5533714.221,1982.401001,11.76,21/05/2025 12:15:51 PM ,07_a,ground
500933.0284,5533714.221,1982.401001,11.76,21/05/2025 12:15:52 PM ,07_a,ground
500933.0284,5533714.332,1982.401001,11.76,21/05/2025 12:15:53 PM ,07_a,ground
500933.0283,5533714.443,1982.401001,11.76,21/05/2025 12:15:54 PM ,07_a,ground
500932.9566,5533714.443,1982.401001,11.76,21/05/2025 12:15:55 PM ,07_a,ground
500932.8849,5533714.555,1982.401001,11.76,21/05/2025 12:15:56 PM ,07_a,ground
500932.8131,5533714.666,1982.401001,11.76,21/05/2025 12:15:57 PM ,07_a,ground
500932.7414,5533714.666,1982.401001,11.76,21/05/2025 12:15:58 PM ,07_a,ground
500932.7414,5533714.777,1982.401001,11.76,21/05/2025 12:15:59 PM ,07_a,ground
500932.6696,5533714.777,1982.401001,11.76,21/05/2025 12:16:00 PM ,07_a,ground
500932.6696,5533714.888,1982.401001,11.76,21/05/2025 12:16:01 PM ,07_a,ground
500932.6696,5533714.999,1982.401001,11.76,21/05/2025 12:16:02 PM ,07_a,ground
500932.5978,5533714.999,1982.401001,11.76,21/05/2025 12:16:03 PM ,07_a,ground
500932.5978,5533714.999,1982.401001,11.76,21/05/2025 12:16:04 PM ,07_a,ground
500932.4544,5533715.11,1982.401001,11.76,21/05/2025 12:16:05 PM ,07_a,ground
500932.4544,5533715.11,1982.401001,11.76,21/05/2025 12:16:06 PM ,07_a,ground
500932.5261,5533714.888,1982.401001,11.76,21/05/2025 12:16:07 PM ,07_a,ground
500932.6697,5533714.443,1982.401001,11.76,21/05/2025 12:16:08 PM ,07_a,ground
500932.6697,5533714.443,1982.401001,11.76,21/05/2025 12:16:09 PM ,07_a,ground
500932.6697,5533714.443,1982.401001,11.76,21/05/2025 12:16:10 PM ,07_a,ground
500932.6697,5533714.332,1982.401001,11.76,21/05/2025 12:16:11 PM ,07_a,ground
500932.6697,5533714.332,1982.401001,11.76,21/05/2025 12:16:12 PM ,07_a,ground
500932.6697,5533714.221,1982.401001,11.76,21/05/2025 12:16:13 PM ,07_a,ground
500932.6697,5533714.11,1982.61499,11.76,21/05/2025 12:16:14 PM ,07_a,ground
500932.6698,5533713.999,1982.61499,11.76,21/05/2025 12:16:15 PM ,07_a,ground
500932.598,5533713.999,1982.61499,11.76,21/05/2025 12:16:16 PM ,07_a,ground
500932.598,5533713.887,1982.61499,11.76,21/05/2025 12:16:17 PM ,07_a,ground
500932.6698,5533713.887,1982.61499,11.76,21/05/2025 12:16:18 PM ,07_a,ground
500932.6698,5533713.887,1982.61499,11.76,21/05/2025 12:16:19 PM ,07_a,ground
500932.6698,5533713.887,1982.61499,11.76,21/05/2025 12:16:20 PM ,07_a,ground
500932.7415,5533713.887,1982.61499,11.76,21/05/2025 12:16:21 PM ,07_a,ground
500932.8132,5533713.887,1982.61499,11.76,21/05/2025 12:16:22 PM ,07_a,ground
500932.8132,5533713.999,1982.61499,11.76,21/05/2025 12:16:23 PM ,07_a,ground
500932.8132,5533714.11,1982.61499,11.76,21/05/2025 12:16:24 PM ,07_a,ground
500932.7414,5533714.221,1982.401001,11.76,21/05/2025 12:16:25 PM ,07_a,ground
500932.8132,5533714.221,1982.401001,11.76,21/05/2025 12:16:26 PM ,07_a,ground
500932.8849,5533714.11,1982.61499,11.76,21/05/2025 12:16:27 PM ,07_a,ground
500933.0284,5533713.999,1982.61499,11.76,21/05/2025 12:16:28 PM ,07_a,ground
500933.0284,5533713.887,1982.61499,11.76,21/05/2025 12:16:29 PM ,07_a,ground
500933.0284,5533713.999,1982.61499,11.76,21/05/2025 12:16:30 PM ,07_a,ground
500933.0284,5533713.999,1982.61499,11.76,21/05/2025 12:16:31 PM ,07_a,ground
500933.0284,5533713.999,1982.61499,11.76,21/05/2025 12:16:32 PM ,07_a,ground
500933.0284,5533713.999,1982.61499,11.76,21/05/2025 12:16:33 PM ,07_a,ground
500933.0284,5533713.999,1982.61499,11.76,21/05/2025 12:16:34 PM ,07_a,ground
500932.9567,5533713.999,1982.61499,11.76,21/05/2025 12:16:35 PM ,07_a,ground
500932.9567,5533713.999,1982.61499,11.76,21/05/2025 12:16:36 PM ,07_a,ground
500932.9567,5533713.999,1982.61499,11.76,21/05/2025 12:16:37 PM ,07_a,ground
500932.9567,5533713.887,1982.61499,11.76,21/05/2025 12:16:38 PM ,07_a,ground
500932.9567,5533713.887,1982.61499,11.76,21/05/2025 12:16:39 PM ,07_a,ground
500932.9567,5533713.887,1982.61499,11.76,21/05/2025 12:16:40 PM ,07_a,ground
500932.9567,5533713.887,1982.61499,11.76,21/05/2025 12:16:41 PM ,07_a,ground
500932.9567,5533713.887,1982.61499,11.76,21/05/2025 12:16:42 PM ,07_a,ground
500932.885,5533713.999,1982.61499,11.76,21/05/2025 12:16:43 PM ,07_a,ground
500932.8132,5533713.887,1982.61499,11.76,21/05/2025 12:16:44 PM ,07_a,ground
500932.7415,5533713.887,1982.61499,11.76,21/05/2025 12:16:45 PM ,07_a,ground
500932.8133,5533713.776,1982.61499,11.76,21/05/2025 12:16:46 PM ,07_a,ground
500932.885,5533713.554,1982.61499,11.76,21/05/2025 12:16:47 PM ,07_a,ground
500933.0285,5533713.443,1982.61499,11.76,21/05/2025 12:16:48 PM ,07_a,ground
500933.1002,5533713.443,1982.61499,11.76,21/05/2025 12:16:49 PM ,07_a,ground
500933.1002,5533713.443,1982.61499,11.76,21/05/2025 12:16:50 PM ,07_a,ground
500933.172,5533713.443,1982.61499,11.76,21/05/2025 12:16:51 PM ,07_a,ground
500933.172,5533713.443,1982.61499,11.76,21/05/2025 12:16:52 PM ,07_a,ground
500933.172,5533713.443,1982.61499,11.76,21/05/2025 12:16:53 PM ,07_a,ground
500933.172,5533713.554,1982.61499,11.76,21/05/2025 12:16:54 PM ,07_a,ground
500933.4589,5533713.776,1982.734009,11.76,21/05/2025 12:16:55 PM ,07_a,ground
500934.1043,5533714.666,1982.61499,11.76,21/05/2025 12:16:56 PM ,07_a,ground
500934.8932,5533715.556,1982.529053,11.95,21/05/2025 12:16:57 PM ,07_a,ground
500936.0408,5533716.445,1982.339966,12.15,21/05/2025 12:16:58 PM ,07_a,ground
500937.1883,5533717.557,1982.250977,12.55,21/05/2025 12:16:59 PM ,07_a,ground
500938.4076,5533718.669,1982.362061,12.74,21/05/2025 12:17:00 PM ,07_a,ground
500939.5552,5533719.337,1982.157959,12.93,21/05/2025 12:17:01 PM ,07_a,ground
500940.4876,5533719.781,1982.373047,12.93,21/05/2025 12:17:02 PM ,07_a,ground
500941.4917,5533720.671,1982.245972,13.13,21/05/2025 12:17:03 PM ,07_a,ground
500942.4241,5533721.561,1982.156006,13.13,21/05/2025 12:17:04 PM ,07_a,ground
500943.4282,5533722.45,1982.055054,13.13,21/05/2025 12:17:05 PM ,07_a,ground
500944.504,5533723.229,1981.905029,13.13,21/05/2025 12:17:06 PM ,07_a,ground
500945.6517,5533723.785,1982.090942,13.13,21/05/2025 12:17:07 PM ,07_a,ground
500947.0862,5533724.452,1981.990967,13.32,21/05/2025 12:17:09 PM ,07_a,ground
500948.3772,5533725.564,1981.967041,13.51,21/05/2025 12:17:10 PM ,07_a,ground
500949.5247,5533726.565,1981.953003,13.51,21/05/2025 12:17:11 PM ,07_a,ground
500950.7441,5533727.344,1981.901978,13.71,21/05/2025 12:17:12 PM ,07_a,ground
500951.9634,5533728.122,1981.973999,14.09,21/05/2025 12:17:13 PM ,07_a,ground
500953.2544,5533728.901,1982.02002,14.09,21/05/2025 12:17:14 PM ,07_a,ground
500954.402,5533729.79,1982.024048,13.9,21/05/2025 12:17:15 PM ,07_a,ground
500955.4778,5533730.68,1981.932007,13.9,21/05/2025 12:17:16 PM ,07_a,ground
500956.482,5533731.236,1981.795044,13.9,21/05/2025 12:17:17 PM ,07_a,ground
500957.5578,5533732.015,1982.079956,13.9,21/05/2025 12:17:18 PM ,07_a,ground
500958.5619,5533732.904,1981.936035,13.71,21/05/2025 12:17:19 PM ,07_a,ground
500959.566,5533733.794,1981.776001,13.51,21/05/2025 12:17:20 PM ,07_a,ground
500960.5701,5533734.795,1981.771973,13.51,21/05/2025 12:17:21 PM ,07_a,ground
500961.6459,5533735.573,1981.744995,13.51,21/05/2025 12:17:22 PM ,07_a,ground
500962.8652,5533736.685,1981.644043,13.51,21/05/2025 12:17:23 PM ,07_a,ground
500963.941,5533737.464,1981.564941,13.71,21/05/2025 12:17:24 PM ,07_a,ground
500964.9451,5533738.354,1981.55603,13.71,21/05/2025 12:17:25 PM ,07_a,ground
500966.1645,5533738.798,1981.699951,13.9,21/05/2025 12:17:26 PM ,07_a,ground
500967.3121,5533739.688,1981.652954,14.28,21/05/2025 12:17:27 PM ,07_a,ground
500968.4597,5533740.133,1981.96106,14.66,21/05/2025 12:17:28 PM ,07_a,ground
500969.8226,5533740.245,1982.074951,14.84,21/05/2025 12:17:29 PM ,07_a,ground
500971.1138,5533740.245,1982.119995,14.84,21/05/2025 12:17:30 PM ,07_a,ground
500972.2614,5533740.578,1982.227051,14.84,21/05/2025 12:17:31 PM ,07_a,ground
500973.3373,5533741.135,1982.295044,14.47,21/05/2025 12:17:32 PM ,07_a,ground
500974.198,5533741.691,1982.401978,13.9,21/05/2025 12:17:33 PM ,07_a,ground
500974.7,5533742.358,1982.321045,13.51,21/05/2025 12:17:34 PM ,07_a,ground
500975.8477,5533742.358,1982.464966,13.51,21/05/2025 12:17:35 PM ,07_a,ground
500977.0672,5533742.581,1982.715942,13.32,21/05/2025 12:17:36 PM ,07_a,ground
500977.9277,5533744.026,1982.608032,13.13,21/05/2025 12:17:37 PM ,07_a,ground
500978.7883,5533745.138,1982.625977,13.13,21/05/2025 12:17:38 PM ,07_a,ground
500979.7206,5533746.028,1982.652954,12.93,21/05/2025 12:17:39 PM ,07_a,ground
500980.5812,5533747.029,1982.464966,12.93,21/05/2025 12:17:40 PM ,07_a,ground
500981.1549,5533748.029,1982.284058,13.13,21/05/2025 12:17:41 PM ,07_a,ground
500981.872,5533749.03,1982.334961,13.13,21/05/2025 12:17:42 PM ,07_a,ground
500982.7326,5533750.031,1982.25,13.13,21/05/2025 12:17:43 PM ,07_a,ground
500983.665,5533750.698,1982.261963,13.13,21/05/2025 12:17:44 PM ,07_a,ground
500984.7409,5533751.143,1982.381958,13.32,21/05/2025 12:17:45 PM ,07_a,ground
500985.8886,5533751.477,1982.383057,13.32,21/05/2025 12:17:46 PM ,07_a,ground
500986.8928,5533751.811,1982.56897,13.32,21/05/2025 12:17:47 PM ,07_a,ground
500987.5382,5533752.923,1982.597046,13.13,21/05/2025 12:17:48 PM ,07_a,ground
500988.2554,5533753.701,1982.399048,12.93,21/05/2025 12:17:49 PM ,07_a,ground
500989.0442,5533754.702,1982.447998,12.74,21/05/2025 12:17:50 PM ,07_a,ground
500989.9049,5533755.369,1982.39502,12.74,21/05/2025 12:17:51 PM ,07_a,ground
500990.7655,5533756.259,1982.355957,12.74,21/05/2025 12:17:52 PM ,07_a,ground
500991.3392,5533757.148,1982.355957,12.74,21/05/2025 12:17:53 PM ,07_a,ground
500991.3391,5533757.593,1982.161987,12.74,21/05/2025 12:17:54 PM ,07_a,ground
500991.1956,5533757.704,1982.161987,12.74,21/05/2025 12:17:55 PM ,07_a,ground
500990.9804,5533757.815,1982.161987,12.74,21/05/2025 12:17:56 PM ,07_a,ground
500990.9087,5533758.038,1982.161987,12.74,21/05/2025 12:17:57 PM ,07_a,ground
500991.3389,5533758.816,1981.952026,12.74,21/05/2025 12:17:58 PM ,07_a,ground
500991.9126,5533759.817,1982.110962,12.55,21/05/2025 12:17:59 PM ,07_a,ground
500992.845,5533760.373,1982.093018,12.35,21/05/2025 12:18:00 PM ,07_a,ground
500994.0642,5533761.485,1981.94104,12.35,21/05/2025 12:18:01 PM ,07_a,ground
500994.8532,5533761.93,1982.32605,12.15,21/05/2025 12:18:02 PM ,07_a,ground
500996.0725,5533762.931,1982.152954,11.95,21/05/2025 12:18:03 PM ,07_a,ground
500997.0049,5533763.598,1982.08606,11.95,21/05/2025 12:18:04 PM ,07_a,ground
500998.0089,5533764.488,1982.119019,11.76,21/05/2025 12:18:05 PM ,07_a,ground
500999.0131,5533765.155,1982.155029,11.76,21/05/2025 12:18:06 PM ,07_a,ground
500999.9455,5533765.711,1982.352051,11.76,21/05/2025 12:18:07 PM ,07_a,ground
501000.8061,5533766.49,1982.387939,11.76,21/05/2025 12:18:08 PM ,07_a,ground
501001.595,5533767.157,1982.375,11.76,21/05/2025 12:18:09 PM ,07_a,ground
501002.3122,5533767.824,1982.375,11.76,21/05/2025 12:18:10 PM ,07_a,ground
501003.1012,5533768.602,1982.392944,11.76,21/05/2025 12:18:11 PM ,07_a,ground
501003.8901,5533769.159,1982.420044,11.76,21/05/2025 12:18:12 PM ,07_a,ground
501004.9661,5533769.27,1982.563965,11.76,21/05/2025 12:18:13 PM ,07_a,ground
